model,qid,source_lang,target_lang,n_candidates,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5
claude-3-5-haiku-20241022,1277,JavaScript,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1277,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1277,JavaScript,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1277,JavaScript,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1277,Python3,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1277,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1277,Rust,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1277,Rust,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1277,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1277,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,C,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,C,C++,5,0,0,1,1,1
claude-3-5-haiku-20241022,1278,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C,Java,5,0,0,1,1,1
claude-3-5-haiku-20241022,1278,C,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C,Python3,5,0,0,1,1,1
claude-3-5-haiku-20241022,1278,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C#,C,5,0,0,0,1,1
claude-3-5-haiku-20241022,1278,C#,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C#,Python3,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,C#,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,C++,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C++,Java,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,C++,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,C++,Python3,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Golang,C#,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,Golang,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Golang,Java,5,0,0,0,0,1
claude-3-5-haiku-20241022,1278,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Golang,Python3,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Golang,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,Java,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,Java,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Java,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,Java,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,JavaScript,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,JavaScript,C#,5,0,0,1,1,1
claude-3-5-haiku-20241022,1278,JavaScript,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,JavaScript,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,JavaScript,Python3,5,0,0,1,1,1
claude-3-5-haiku-20241022,1278,JavaScript,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,Python3,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,Python3,C#,5,0,0,1,1,1
claude-3-5-haiku-20241022,1278,Python3,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Python3,Java,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Python3,Rust,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,Rust,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1278,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,Rust,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Rust,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1278,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1278,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1278,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,C,C#,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,C,C++,5,0,0,1,1,1
claude-3-5-haiku-20241022,1287,C,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,C,Java,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,C,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,C#,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,C#,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,C++,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,C++,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,C++,Java,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,C++,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,C++,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,Golang,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,Golang,JavaScript,5,0,0,0,0,1
claude-3-5-haiku-20241022,1287,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Java,C,5,0,0,1,1,1
claude-3-5-haiku-20241022,1287,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,Java,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Java,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Java,JavaScript,5,0,0,0,1,1
claude-3-5-haiku-20241022,1287,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,JavaScript,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,JavaScript,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,JavaScript,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,JavaScript,Python3,5,0,0,0,1,1
claude-3-5-haiku-20241022,1287,JavaScript,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Python3,C#,5,0,0,0,0,1
claude-3-5-haiku-20241022,1287,Python3,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,Rust,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,Rust,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1287,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1287,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1287,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C,C++,5,0,0,0,1,1
claude-3-5-haiku-20241022,1295,C,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1295,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C,JavaScript,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,C#,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C#,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1295,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,C++,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1295,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C++,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1295,C++,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C++,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1295,C++,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Golang,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Java,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Java,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Java,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Java,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,JavaScript,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,JavaScript,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,JavaScript,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,JavaScript,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,JavaScript,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Python3,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1295,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Rust,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Rust,Golang,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1295,Rust,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1295,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,C,C#,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,C,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,C,Rust,5,0,0,0,0,1
claude-3-5-haiku-20241022,1298,C#,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1298,C#,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C++,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1298,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,C++,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1298,C++,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C++,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,C++,Python3,5,0,0,0,1,1
claude-3-5-haiku-20241022,1298,C++,Rust,5,0,0,1,1,1
claude-3-5-haiku-20241022,1298,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,Golang,C#,5,0,0,0,0,1
claude-3-5-haiku-20241022,1298,Golang,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1298,Golang,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Golang,Rust,5,0,0,1,1,1
claude-3-5-haiku-20241022,1298,Java,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1298,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Java,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Java,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,Java,JavaScript,5,0,0,0,1,1
claude-3-5-haiku-20241022,1298,Java,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Java,Rust,5,0,0,1,1,1
claude-3-5-haiku-20241022,1298,JavaScript,C,5,0,0,1,1,1
claude-3-5-haiku-20241022,1298,JavaScript,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,JavaScript,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,JavaScript,Golang,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,JavaScript,Python3,5,0,0,1,1,1
claude-3-5-haiku-20241022,1298,JavaScript,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,Python3,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1298,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Python3,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Python3,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1298,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1298,Python3,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1298,Rust,C,5,0,0,1,1,1
claude-3-5-haiku-20241022,1298,Rust,C#,5,0,0,0,1,1
claude-3-5-haiku-20241022,1298,Rust,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Rust,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1298,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1298,Rust,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1298,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,C,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,C,C++,5,0,0,0,0,1
claude-3-5-haiku-20241022,1299,C,Golang,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,C,Java,5,0,0,1,1,1
claude-3-5-haiku-20241022,1299,C,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1299,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C#,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C#,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1299,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,C++,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1299,C++,Java,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C++,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C++,Python3,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Golang,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Golang,C++,5,0,0,1,1,1
claude-3-5-haiku-20241022,1299,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Java,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Java,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Java,Golang,5,0,0,0,1,1
claude-3-5-haiku-20241022,1299,Java,JavaScript,5,0,0,0,1,1
claude-3-5-haiku-20241022,1299,Java,Python3,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,JavaScript,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,JavaScript,C++,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,JavaScript,Golang,5,0,0,0,0,1
claude-3-5-haiku-20241022,1299,JavaScript,Java,5,0,1,1,1,1
claude-3-5-haiku-20241022,1299,JavaScript,Python3,5,0,1,1,1,1
claude-3-5-haiku-20241022,1299,JavaScript,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Python3,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1299,Python3,Golang,5,0,0,0,1,1
claude-3-5-haiku-20241022,1299,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Python3,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Rust,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Rust,Golang,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1299,Rust,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1299,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C,JavaScript,5,0,0,1,1,1
claude-3-5-haiku-20241022,1304,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C,Rust,5,0,1,1,1,1
claude-3-5-haiku-20241022,1304,C#,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,C#,C++,5,0,0,0,0,1
claude-3-5-haiku-20241022,1304,C#,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C#,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1304,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C++,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,C++,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C++,JavaScript,5,0,0,0,0,1
claude-3-5-haiku-20241022,1304,C++,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,C++,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Golang,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1304,Golang,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Golang,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Golang,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Golang,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Golang,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Golang,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Java,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Java,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Java,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Java,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1304,Java,JavaScript,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Java,Python3,5,0,0,1,1,1
claude-3-5-haiku-20241022,1304,Java,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,JavaScript,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,JavaScript,C#,5,0,0,0,0,1
claude-3-5-haiku-20241022,1304,JavaScript,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,JavaScript,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,JavaScript,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,JavaScript,Python3,5,0,1,1,1,1
claude-3-5-haiku-20241022,1304,JavaScript,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Python3,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Python3,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Python3,C++,5,0,0,1,1,1
claude-3-5-haiku-20241022,1304,Python3,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Python3,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Python3,JavaScript,5,0,0,0,0,1
claude-3-5-haiku-20241022,1304,Python3,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Rust,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1304,Rust,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Rust,C++,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Rust,Golang,5,0,1,1,1,1
claude-3-5-haiku-20241022,1304,Rust,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1304,Rust,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1304,Rust,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1317,C,C#,5,0,1,1,1,1
claude-3-5-haiku-20241022,1317,C,C++,5,0,0,1,1,1
claude-3-5-haiku-20241022,1317,C,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1317,C,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1317,C,JavaScript,5,0,0,1,1,1
claude-3-5-haiku-20241022,1317,C,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1317,C,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1317,C#,C,5,0,1,1,1,1
claude-3-5-haiku-20241022,1317,C#,C++,5,0,1,1,1,1
claude-3-5-haiku-20241022,1317,C#,Golang,5,0,0,1,1,1
claude-3-5-haiku-20241022,1317,C#,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1317,C#,JavaScript,5,1,1,1,1,1
claude-3-5-haiku-20241022,1317,C#,Python3,5,0,0,0,0,0
claude-3-5-haiku-20241022,1317,C#,Rust,5,1,1,1,1,1
claude-3-5-haiku-20241022,1317,C++,C,5,1,1,1,1,1
claude-3-5-haiku-20241022,1317,C++,C#,5,0,0,0,0,0
claude-3-5-haiku-20241022,1317,C++,Golang,5,1,1,1,1,1
claude-3-5-haiku-20241022,1317,C++,Java,5,0,0,0,0,0
claude-3-5-haiku-20241022,1317,C++,JavaScript,5,0,1,1,1,1
claude-3-5-haiku-20241022,1317,C++,Python3,5,0,0,0,0,0
